k,destRegion,originRegion,migrations,originPop,destPop
0,Angola,Angola,0,23369131,23369131
0,Angola,PersianMiddleEast,0,103370678,23369131
0,Angola,USA,0,309413317,23369131
0,Angola,Somalia,0,12053223,23369131
0,Angola,Brazil,0,196796269,23369131
4.86E-08,Angola,EastAfrica,442,312744208,23369131
0,Angola,Caribbean,0,40878080,23369131
0,Angola,ItalianEurope,0,66608219,23369131
0,Angola,AustrailiaNewZealand,0,26382450,23369131
0,Angola,ArabicWestAfrica,0,3609543,23369131
0,Angola,ChineseAsia,0,1347978819,23369131
0,Angola,SouthernAfrica,0,58410862.36,23369131
0,Angola,Korea,0,74145711,23369131
5.11E-06,Angola,MiddleAfrica,18616,107982268,23369131
0,Angola,Melanesia,0,8982274,23369131
0,Angola,EasternEurope,0,293323902,23369131
0,Angola,SpanishSouthAmerica,0,198246902,23369131
0,Angola,SoutheastAsia,0,595790239,23369131
0,Angola,GermanEurope,0,114616640,23369131
0,Angola,Madagascar,0,21151640,23369131
0,Angola,Tajikistan,0,7641630,23369131
0,Angola,Canada,0,34005274,23369131
0,Angola,IndianSubcontinent,0,1601926753,23369131
0,Angola,FrenchEurpoe,0,37094,23369131
3.98E-05,Angola,Portugal,19629,10573100,23369131
0,Angola,Japan,0,128070000,23369131
0,Angola,NorthAfrica,0,203829916,23369131
0,Angola,TurkishMiddleEast,0,103089615,23369131
0,Angola,BritishIsles,0,67406592,23369131
0,Angola,NordicCountries,0,32071316,23369131
0,Angola,BalkanPeninsula,0,27436867,23369131
0,Angola,Spain,0,46576897,23369131
0,Angola,ArabicMiddleEast,0,129306537,23369131
0,Angola,RussianAsia,0,55419091,23369131
1.54E-06,Angola,FrenchWestAfrica,13704,304167444,23369131
0,Angola,CentralAmerica,0,160556595,23369131
0,Angola,FrenchEurope,0,76430051,23369131
8.20E-08,ArabicMiddleEast,Brazil,926,196796269,129306537
6.29E-09,ArabicMiddleEast,Melanesia,5,8982274,129306537
1.61E-06,ArabicMiddleEast,Canada,4012,34005274,129306537
6.34E-08,ArabicMiddleEast,Portugal,58,10573100,129306537
9.34E-05,ArabicMiddleEast,TurkishMiddleEast,604960,103089615,129306537
8.13E-07,ArabicMiddleEast,ItalianEurope,3618,66608219,129306537
0.000306242,ArabicMiddleEast,NorthAfrica,3566308,203829916,129306537
0.000103413,ArabicMiddleEast,EasternEurope,1646934,293323902,129306537
3.04E-08,ArabicMiddleEast,Caribbean,89,40878080,129306537
1.17E-08,ArabicMiddleEast,CentralAmerica,111,160556595,129306537
0,ArabicMiddleEast,Angola,0,23369131,129306537
9.30E-06,ArabicMiddleEast,GermanEurope,66010,114616640,129306537
0,ArabicMiddleEast,FrenchEurpoe,0,37094,129306537
9.30E-06,ArabicMiddleEast,FrenchEurope,46590,76430051,129306537
3.84E-05,ArabicMiddleEast,Tajikistan,26541,7641630,129306537
7.11E-06,ArabicMiddleEast,USA,118482,309413317,129306537
9.34E-07,ArabicMiddleEast,FrenchWestAfrica,15352,304167444,129306537
5.42E-09,ArabicMiddleEast,Madagascar,9,21151640,129306537
1.19E-07,ArabicMiddleEast,Japan,931,128070000,129306537
2.47E-05,ArabicMiddleEast,BritishIsles,111072,67406592,129306537
1.67E-07,ArabicMiddleEast,Korea,816,74145711,129306537
9.39E-06,ArabicMiddleEast,EastAfrica,157950,312744208,129306537
1.76E-06,ArabicMiddleEast,MiddleAfrica,11898,107982268,129306537
1.69E-05,ArabicMiddleEast,NordicCountries,40044,32071316,129306537
2.20E-05,ArabicMiddleEast,BalkanPeninsula,45704,27436867,129306537
0.000778205,ArabicMiddleEast,ArabicMiddleEast,6127326,129306537,129306537
6.73E-05,ArabicMiddleEast,PersianMiddleEast,437251,103370678,129306537
4.70E-05,ArabicMiddleEast,SoutheastAsia,1376304,595790239,129306537
5.98E-05,ArabicMiddleEast,RussianAsia,227218,55419091,129306537
1.11E-06,ArabicMiddleEast,SouthernAfrica,4398,58410862.36,129306537
0.000104864,ArabicMiddleEast,Somalia,107290,12053223,129306537
5.68E-07,ArabicMiddleEast,ArabicWestAfrica,206,3609543,129306537
8.09E-07,ArabicMiddleEast,Spain,2646,46576897,129306537
4.28E-06,ArabicMiddleEast,SpanishSouthAmerica,48658,198246902,129306537
0.000132703,ArabicMiddleEast,IndianSubcontinent,9100329,1601926753,129306537
2.37E-06,ArabicMiddleEast,AustrailiaNewZealand,4766,26382450,129306537
1.32E-06,ArabicMiddleEast,ChineseAsia,78225,1347978819,129306537
6.55E-07,ArabicWestAfrica,ArabicMiddleEast,1422,129306537,3609543
0,ArabicWestAfrica,SoutheastAsia,0,595790239,3609543
5.16E-07,ArabicWestAfrica,MiddleAfrica,959,107982268,3609543
1.12E-09,ArabicWestAfrica,PersianMiddleEast,2,103370678,3609543
1.05E-08,ArabicWestAfrica,Tajikistan,2,7641630,3609543
4.07E-08,ArabicWestAfrica,USA,187,309413317,3609543
8.92E-08,ArabicWestAfrica,Korea,120,74145711,3609543
1.91E-05,ArabicWestAfrica,FrenchWestAfrica,86653,304167444,3609543
8.17E-08,ArabicWestAfrica,TurkishMiddleEast,146,103089615,3609543
5.26E-08,ArabicWestAfrica,SpanishSouthAmerica,165,198246902,3609543
0,ArabicWestAfrica,Angola,0,23369131,3609543
1.53E-08,ArabicWestAfrica,RussianAsia,16,55419091,3609543
0,ArabicWestAfrica,BalkanPeninsula,0,27436867,3609543
7.40E-10,ArabicWestAfrica,IndianSubcontinent,14,1601926753,3609543
0,ArabicWestAfrica,CentralAmerica,0,160556595,3609543
1.39E-06,ArabicWestAfrica,NorthAfrica,4461,203829916,3609543
8.73E-08,ArabicWestAfrica,Brazil,272,196796269,3609543
1.66E-08,ArabicWestAfrica,ChineseAsia,270,1347978819,3609543
0,ArabicWestAfrica,FrenchEurpoe,0,37094,3609543
1.62E-07,ArabicWestAfrica,Spain,146,46576897,3609543
0,ArabicWestAfrica,Madagascar,0,21151640,3609543
0,ArabicWestAfrica,Somalia,0,12053223,3609543
0,ArabicWestAfrica,Japan,0,128070000,3609543
1.29E-07,ArabicWestAfrica,Canada,89,34005274,3609543
0,ArabicWestAfrica,EastAfrica,0,312744208,3609543
7.74E-08,ArabicWestAfrica,ItalianEurope,95,66608219,3609543
6.13E-08,ArabicWestAfrica,GermanEurope,120,114616640,3609543
0,ArabicWestAfrica,Portugal,0,10573100,3609543
1.24E-08,ArabicWestAfrica,Caribbean,10,40878080,3609543
0,ArabicWestAfrica,Melanesia,0,8982274,3609543
2.57E-08,ArabicWestAfrica,EasternEurope,113,293323902,3609543
1.79E-06,ArabicWestAfrica,FrenchEurope,2472,76430051,3609543
3.06E-09,ArabicWestAfrica,NordicCountries,2,32071316,3609543
0,ArabicWestAfrica,BritishIsles,0,67406592,3609543
0,ArabicWestAfrica,AustrailiaNewZealand,0,26382450,3609543
0,ArabicWestAfrica,ArabicWestAfrica,0,3609543,3609543
0,ArabicWestAfrica,SouthernAfrica,0,58410862.36,3609543
8.82E-06,AustrailiaNewZealand,Spain,16285,46576897,26382450
3.75E-05,AustrailiaNewZealand,Portugal,19343,10573100,26382450
0.000126387,AustrailiaNewZealand,ItalianEurope,317403,66608219,26382450
3.20E-07,AustrailiaNewZealand,Tajikistan,125,7641630,26382450
1.45E-05,AustrailiaNewZealand,ChineseAsia,483207,1347978819,26382450
2.03E-05,AustrailiaNewZealand,EasternEurope,182598,293323902,26382450
1.20E-06,AustrailiaNewZealand,RussianAsia,2578,55419091,26382450
0.00025898,AustrailiaNewZealand,BalkanPeninsula,303324,27436867,26382450
3.61E-05,AustrailiaNewZealand,Canada,50832,34005274,26382450
0.000609743,AustrailiaNewZealand,BritishIsles,1547049,67406592,26382450
4.06E-05,AustrailiaNewZealand,NordicCountries,54409,32071316,26382450
3.79E-05,AustrailiaNewZealand,Korea,104367,74145711,26382450
5.41E-07,AustrailiaNewZealand,Angola,552,23369131,26382450
1.32E-05,AustrailiaNewZealand,Japan,57981,128070000,26382450
7.60E-05,AustrailiaNewZealand,GermanEurope,304549,114616640,26382450
3.34E-06,AustrailiaNewZealand,Caribbean,5509,40878080,26382450
0.000490644,AustrailiaNewZealand,AustrailiaNewZealand,555611,26382450,26382450
3.15E-06,AustrailiaNewZealand,CentralAmerica,16862,160556595,26382450
3.84E-05,AustrailiaNewZealand,ArabicMiddleEast,170492,129306537,26382450
1.12E-05,AustrailiaNewZealand,NorthAfrica,73452,203829916,26382450
0.000310334,AustrailiaNewZealand,Melanesia,139128,8982274,26382450
1.30E-05,AustrailiaNewZealand,FrenchEurope,36722,76430051,26382450
2.43E-05,AustrailiaNewZealand,TurkishMiddleEast,88812,103089615,26382450
1.95E-06,AustrailiaNewZealand,Brazil,12437,196796269,26382450
1.59E-06,AustrailiaNewZealand,FrenchWestAfrica,14723,304167444,26382450
2.70E-05,AustrailiaNewZealand,FrenchEurpoe,108,37094,26382450
4.62E-05,AustrailiaNewZealand,SoutheastAsia,763330,595790239,26382450
2.59E-07,AustrailiaNewZealand,Madagascar,243,21151640,26382450
8.09E-05,AustrailiaNewZealand,SouthernAfrica,181397,58410862.36,26382450
1.03E-05,AustrailiaNewZealand,IndianSubcontinent,398125,1601926753,26382450
1.54E-05,AustrailiaNewZealand,PersianMiddleEast,56485,103370678,26382450
6.72E-07,AustrailiaNewZealand,MiddleAfrica,2558,107982268,26382450
1.09E-05,AustrailiaNewZealand,USA,102267,309413317,26382450
1.09E-05,AustrailiaNewZealand,EastAfrica,103865,312744208,26382450
1.26E-05,AustrailiaNewZealand,SpanishSouthAmerica,80692,198246902,26382450
9.28E-08,AustrailiaNewZealand,ArabicWestAfrica,19,3609543,26382450
1.32E-05,AustrailiaNewZealand,Somalia,7602,12053223,26382450
8.57E-06,BalkanPeninsula,BritishIsles,22052,67406592,27436867
2.47E-06,BalkanPeninsula,FrenchEurpoe,10,37094,27436867
3.34E-06,BalkanPeninsula,FrenchEurope,9586,76430051,27436867
1.86E-07,BalkanPeninsula,CentralAmerica,1007,160556595,27436867
1.94E-05,BalkanPeninsula,ArabicMiddleEast,87222,129306537,27436867
2.06E-06,BalkanPeninsula,RussianAsia,4485,55419091,27436867
6.11E-08,BalkanPeninsula,Madagascar,58,21151640,27436867
4.47E-07,BalkanPeninsula,SoutheastAsia,7494,595790239,27436867
1.05E-06,BalkanPeninsula,SouthernAfrica,2384,58410862.36,27436867
9.27E-05,BalkanPeninsula,BalkanPeninsula,110083,27436867,27436867
5.75E-06,BalkanPeninsula,NordicCountries,7806,32071316,27436867
3.43E-07,BalkanPeninsula,Korea,957,74145711,27436867
9.25E-07,BalkanPeninsula,IndianSubcontinent,36307,1601926753,27436867
3.07E-07,BalkanPeninsula,EastAfrica,2953,312744208,27436867
8.11E-07,BalkanPeninsula,Caribbean,1358,40878080,27436867
1.15E-06,BalkanPeninsula,Canada,1643,34005274,27436867
1.95E-07,BalkanPeninsula,Brazil,1258,196796269,27436867
1.76E-05,BalkanPeninsula,Portugal,9213,10573100,27436867
5.51E-06,BalkanPeninsula,TurkishMiddleEast,20436,103089615,27436867
1.39E-07,BalkanPeninsula,ChineseAsia,4705,1347978819,27436867
6.83E-08,BalkanPeninsula,Somalia,40,12053223,27436867
1.30E-06,BalkanPeninsula,PersianMiddleEast,4847,103370678,27436867
4.84E-08,BalkanPeninsula,Melanesia,22,8982274,27436867
3.15E-07,BalkanPeninsula,SpanishSouthAmerica,2051,198246902,27436867
0.000323885,BalkanPeninsula,ItalianEurope,824945,66608219,27436867
6.23E-06,BalkanPeninsula,GermanEurope,25305,114616640,27436867
1.99E-06,BalkanPeninsula,NorthAfrica,13257,203829916,27436867
1.95E-07,BalkanPeninsula,MiddleAfrica,752,107982268,27436867
1.45E-08,BalkanPeninsula,ArabicWestAfrica,3,3609543,27436867
1.74E-08,BalkanPeninsula,Angola,18,23369131,27436867
2.83E-07,BalkanPeninsula,Japan,1264,128070000,27436867
6.19E-07,BalkanPeninsula,USA,5907,309413317,27436867
2.36E-05,BalkanPeninsula,EasternEurope,215089,293323902,27436867
1.88E-05,BalkanPeninsula,Spain,35122,46576897,27436867
4.48E-07,BalkanPeninsula,FrenchWestAfrica,4215,304167444,27436867
4.15E-06,BalkanPeninsula,AustrailiaNewZealand,4765,26382450,27436867
3.54E-08,BalkanPeninsula,Tajikistan,14,7641630,27436867
3.03E-07,Brazil,CentralAmerica,3348,160556595,196796269
1.18E-08,Brazil,IndianSubcontinent,938,1601926753,196796269
4.34E-07,Brazil,Canada,1261,34005274,196796269
0,Brazil,Madagascar,0,21151640,196796269
1.51E-07,Brazil,ChineseAsia,10364,1347978819,196796269
2.16E-07,Brazil,Tajikistan,174,7641630,196796269
0,Brazil,MiddleAfrica,0,107982268,196796269
9.22E-08,Brazil,TurkishMiddleEast,695,103089615,196796269
0,Brazil,PersianMiddleEast,0,103370678,196796269
1.06E-05,Brazil,SpanishSouthAmerica,139621,198246902,196796269
2.34E-06,Brazil,ArabicMiddleEast,21414,129306537,196796269
0,Brazil,Somalia,0,12053223,196796269
1.15E-05,Brazil,Spain,43871,46576897,196796269
3.56E-06,Brazil,GermanEurope,29391,114616640,196796269
1.79E-07,Brazil,RussianAsia,790,55419091,196796269
1.08E-05,Brazil,ItalianEurope,56108,66608219,196796269
0,Brazil,Melanesia,0,8982274,196796269
1.53E-06,Brazil,Korea,8698,74145711,196796269
0,Brazil,ArabicWestAfrica,0,3609543,196796269
0,Brazil,SoutheastAsia,0,595790239,196796269
1.12E-06,Brazil,EasternEurope,20658,293323902,196796269
0,Brazil,SouthernAfrica,0,58410862.36,196796269
0,Brazil,FrenchWestAfrica,0,304167444,196796269
1.70E-06,Brazil,BalkanPeninsula,4102,27436867,196796269
6.86E-08,Brazil,EastAfrica,1342,312744208,196796269
2.52E-07,Brazil,NorthAfrica,3413,203829916,196796269
5.96E-07,Brazil,NordicCountries,1646,32071316,196796269
1.69E-06,Brazil,FrenchEurope,9849,76430051,196796269
1.92E-07,Brazil,AustrailiaNewZealand,449,26382450,196796269
7.86E-06,Brazil,Japan,71367,128070000,196796269
3.03E-06,Brazil,Angola,6379,23369131,196796269
7.24E-07,Brazil,USA,14034,309413317,196796269
0,Brazil,Brazil,0,196796269,196796269
0,Brazil,FrenchEurpoe,0,37094,196796269
0.000201739,Brazil,Portugal,214511,10573100,196796269
4.49E-07,Brazil,Caribbean,1526,40878080,196796269
8.18E-07,Brazil,BritishIsles,4279,67406592,196796269
5.09E-06,BritishIsles,MiddleAfrica,27125,107982268,67406592
1.05E-05,BritishIsles,Melanesia,6629,8982274,67406592
3.20E-07,BritishIsles,Tajikistan,175,7641630,67406592
8.93E-06,BritishIsles,Angola,12768,23369131,67406592
4.29E-05,BritishIsles,Canada,84769,34005274,67406592
1.70E-05,BritishIsles,USA,224124,309413317,67406592
4.27E-05,BritishIsles,BalkanPeninsula,70143,27436867,67406592
0.000230576,BritishIsles,BritishIsles,820034,67406592,67406592
7.19E-06,BritishIsles,Brazil,64213,196796269,67406592
8.17E-07,BritishIsles,Madagascar,1072,21151640,67406592
3.71E-05,BritishIsles,EastAfrica,493991,312744208,67406592
1.74E-07,BritishIsles,ArabicWestAfrica,50,3609543,67406592
3.72E-05,BritishIsles,ItalianEurope,130813,66608219,67406592
0.000119105,BritishIsles,AustrailiaNewZealand,189058,26382450,67406592
3.09E-05,BritishIsles,Spain,79918,46576897,67406592
7.48E-05,BritishIsles,GermanEurope,419882,114616640,67406592
2.43E-05,BritishIsles,PersianMiddleEast,125048,103370678,67406592
8.63E-06,BritishIsles,SpanishSouthAmerica,77650,198246902,67406592
5.52E-05,BritishIsles,FrenchEurpoe,309,37094,67406592
4.67E-06,BritishIsles,ChineseAsia,218291,1347978819,67406592
7.29E-05,BritishIsles,EasternEurope,918753,293323902,67406592
2.75E-05,BritishIsles,IndianSubcontinent,1491712,1601926753,67406592
0.000119693,BritishIsles,Portugal,86540,10573100,67406592
0.000128389,BritishIsles,NordicCountries,241058,32071316,67406592
3.16E-06,BritishIsles,Korea,12199,74145711,67406592
2.91E-05,BritishIsles,ArabicMiddleEast,181435,129306537,67406592
0.000137572,BritishIsles,Somalia,111330,12053223,67406592
0.000119307,BritishIsles,Caribbean,275981,40878080,67406592
7.75E-05,BritishIsles,SouthernAfrica,243666,58410862.36,67406592
2.40E-05,BritishIsles,FrenchWestAfrica,312081,304167444,67406592
1.42E-05,BritishIsles,SoutheastAsia,328201,595790239,67406592
2.75E-05,BritishIsles,TurkishMiddleEast,140852,103089615,67406592
9.70E-07,BritishIsles,RussianAsia,2916,55419091,67406592
1.73E-06,BritishIsles,CentralAmerica,12997,160556595,67406592
5.48E-06,BritishIsles,Japan,33873,128070000,67406592
1.02E-05,BritishIsles,NorthAfrica,93806,203829916,67406592
4.25E-05,BritishIsles,FrenchEurope,168230,76430051,67406592
4.62E-06,Canada,Canada,7130,34005274,34005274
5.23E-06,Canada,Japan,25267,128070000,34005274
5.73E-05,Canada,EasternEurope,564351,293323902,34005274
3.59E-05,Canada,Somalia,22718,12053223,34005274
1.60E-05,Canada,TurkishMiddleEast,64172,103089615,34005274
1.97E-05,Canada,IndianSubcontinent,837261,1601926753,34005274
4.21E-05,Canada,ArabicMiddleEast,204895,129306537,34005274
0.000252084,Canada,BritishIsles,700787,67406592,34005274
3.77E-05,Canada,FrenchEurope,116844,76430051,34005274
2.59E-05,Canada,CentralAmerica,151865,160556595,34005274
1.53E-06,Canada,Tajikistan,652,7641630,34005274
4.86E-05,Canada,NordicCountries,71384,32071316,34005274
3.90E-05,Canada,SpanishSouthAmerica,274337,198246902,34005274
5.92E-06,Canada,Spain,11979,46576897,34005274
2.30E-06,Canada,Madagascar,2363,21151640,34005274
5.90E-05,Canada,Melanesia,28966,8982274,34005274
1.21E-05,Canada,EastAfrica,126111,312744208,34005274
0.000202022,Canada,Caribbean,365289,40878080,34005274
0.000309775,Canada,Portugal,175072,10573100,34005274
2.52E-06,Canada,Brazil,17607,196796269,34005274
3.18E-05,Canada,FrenchEurpoe,139,37094,34005274
2.17E-05,Canada,NorthAfrica,156568,203829916,34005274
3.80E-05,Canada,Korea,114688,74145711,34005274
5.29E-06,Canada,MiddleAfrica,22063,107982268,34005274
5.19E-06,Canada,RussianAsia,12194,55419091,34005274
2.19E-05,Canada,ChineseAsia,801508,1347978819,34005274
1.98E-05,Canada,SouthernAfrica,48560,58410862.36,34005274
0.000146547,Canada,ItalianEurope,403245,66608219,34005274
8.60E-05,Canada,GermanEurope,377412,114616640,34005274
2.59E-05,Canada,AustrailiaNewZealand,32100,26382450,34005274
3.61E-05,Canada,SoutheastAsia,653104,595790239,34005274
3.72E-05,Canada,PersianMiddleEast,149298,103370678,34005274
2.85E-05,Canada,USA,293905,309413317,34005274
0.000116212,Canada,BalkanPeninsula,149133,27436867,34005274
5.52E-06,Canada,FrenchWestAfrica,56118,304167444,34005274
3.17E-06,Canada,Angola,3545,23369131,34005274
8.69E-07,Canada,ArabicWestAfrica,195,3609543,34005274
7.14E-07,Caribbean,NordicCountries,1120,32071316,40878080
2.17E-07,Caribbean,Brazil,1620,196796269,40878080
1.99E-09,Caribbean,RussianAsia,5,55419091,40878080
3.80E-07,Caribbean,Japan,1961,128070000,40878080
2.57E-07,Caribbean,Korea,828,74145711,40878080
3.50E-08,Caribbean,PersianMiddleEast,150,103370678,40878080
4.17E-08,Caribbean,FrenchWestAfrica,453,304167444,40878080
3.08E-07,Caribbean,AustrailiaNewZealand,408,26382450,40878080
4.99E-08,Caribbean,SoutheastAsia,966,595790239,40878080
0,Caribbean,Tajikistan,0,7641630,40878080
3.74E-08,Caribbean,TurkishMiddleEast,160,103089615,40878080
7.41E-09,Caribbean,MiddleAfrica,33,107982268,40878080
2.44E-05,Caribbean,USA,268776,309413317,40878080
7.29E-06,Caribbean,Spain,15765,46576897,40878080
3.43E-08,Caribbean,Melanesia,18,8982274,40878080
2.46E-08,Caribbean,Madagascar,27,21151640,40878080
0.000232647,Caribbean,Caribbean,449486,40878080,40878080
2.30E-06,Caribbean,CentralAmerica,14436,160556595,40878080
3.90E-07,Caribbean,ArabicMiddleEast,2026,129306537,40878080
4.76E-07,Caribbean,EasternEurope,5011,293323902,40878080
3.75E-06,Caribbean,ItalianEurope,11019,66608219,40878080
2.27E-07,Caribbean,SouthernAfrica,597,58410862.36,40878080
3.28E-08,Caribbean,NorthAfrica,252,203829916,40878080
7.17E-06,Caribbean,Canada,11826,34005274,40878080
1.03E-05,Caribbean,SpanishSouthAmerica,77667,198246902,40878080
1.07E-06,Caribbean,FrenchEurpoe,5,37094,40878080
2.03E-07,Caribbean,BalkanPeninsula,279,27436867,40878080
0,Caribbean,ArabicWestAfrica,0,3609543,40878080
2.51E-08,Caribbean,Angola,30,23369131,40878080
8.65E-08,Caribbean,ChineseAsia,3377,1347978819,40878080
7.40E-09,Caribbean,Somalia,5,12053223,40878080
3.04E-06,Caribbean,GermanEurope,14257,114616640,40878080
7.90E-08,Caribbean,IndianSubcontinent,3579,1601926753,40878080
1.51E-06,Caribbean,FrenchEurope,4989,76430051,40878080
7.38E-06,Caribbean,BritishIsles,21919,67406592,40878080
7.19E-07,Caribbean,Portugal,434,10573100,40878080
3.47E-08,Caribbean,EastAfrica,386,312744208,40878080
